title,content,reg_date,view_count,notice
"2025학년도 연구실(실험·실습실) 상반기 연구활동종사자 연구실 집합 안전교육 실시 안내 [4/29(화)14::00~, 공실관 209호]","1. 관련
가 . 연구실안전환경조성에 관한 법률 제20조(교육 ․ 훈련 등)
나 . 창원대학교 연구실 안전관리규정 제 6 조 ( 교육훈련 및 건강검진 )
다. 공실관-1016(2025.3.28.)2025학년도 상반기 연구활동종사자 연구실 안전교육 이수 안내
2. 2025 학년도 상반기 연구활동종사자 연구실 ( 실험 · 실습실 ) 집합 안전교육 을 아래와 같이 실시하오니,
연구실관계자 ( 연구활동종사자 ) 및 상반기 연구실 안전교육 대상 은 반드시 참석해주시기 바랍니다.
□ 교육개요
- 2025학년도 연구실(실험·실습실) 상반기 연구활동종사자 연구실 집합 안전교육
※ 참석자는 연구실 안전교육 2시간 이수 인정
붙임 2025학년도 상반기 연구활동종사자 연구실(실험 · 실습실) 집합 안전교육 실시 계획(안) 1부.  끝 .",2025. 4. 15,168,False
2025학년도 하계 현장실습 단톡방 안내 ☆현장실습 희망학생 5/12(월) 18:00까지 입장☆,"****
2025학년도 하계 현장실습 학생 단톡방 안내
- 입장 대상: 현장실습을 희망하는 학생
- 입장 기간: ~ 2025. 5. 12.(월) 18:00까지
- 주소: https://open.kakao.com/o/gq9srrvh
- 비밀번호: 2838
- 대화명: 학과-이름-1개월 또는 2개월
- 주의 사항: 공지를 위한 단톡이므로 질문 금지, 대답 대신 공감(v)으로 읽음 확인
* 질문 및 대답으로 공지사항이 위로 올라가 보지 못하는 학생 발생
- 단톡방 미 입장으로 인한 비 매칭 및 성적처리 불가 등 불이익은 책임지지 않음",2025. 5. 9,68,False
☆필독☆ 2025-1학기 컴퓨터공학과 수강신청 안내,"**1. 수강신청 일정**
2. 수강신청 변경
※ 학 · 석사연계과정 이수자는 수강신청 변경기간 개시일 (2025. 3. 4.) 로부터 3 일간 연계교과목 수강신청 가능
3. 예비 수강신청 ( 수강바구니 담기 )
가 . 대상 : 학부 재학생 ( 복학생 포함 )
※ 학부생 중 연구실 안전교육 미이수자 * 는 예비 수강신청 ( 수강바구니 담기 ) 이용 제한
* 공동실습실험관 -2301(2024.12.26.)「 연구실 ( 실험실습실 ) 안전교육 미수료 학부생 예비 수강신청 ( 수강바구니 ) 이용 제한 협조 요청 」
나 . 수강신청 가능학점 내 수강바구니 담기 가능
다 . 수강신청 제한인원에 제한 없이 수강바구니 담기 가능
※ 수강학과 · 학년 제한 강좌 및 주 · 야 교차 수강신청은 제외
4. 기 이수 교과목 삭제
가 . 2010 학년도 이전 입학자
1) 기준 : 2 개 학기 이상 이수한 재학생
2) 수강신청 ( 변경기간 포함 ) 기간에 삭제신청 가능
나 . 2011 학년도 이후 입학 ( 편입 포함 ) 자
1) 기준 : 2 개 학기 이상 이수한 재학생
2) 수강신청 기간 ( 변경기간 포함 ) 에 C+ 등급 이하인 교과목 중 재수강 교과목에 한해 삭제신청 가능
- 재수강 시 성적취득 상한선은 A0 까지 가능 (「 국립창원대학교 학사운영 규정 」 제 20 조 제 1 항 )
다. 삭제신청 후에는 그 의사를 철회할 수 없으며, 일체 복원할 수 없으므로 사전에 개인별 취득학점을 충분히 확인한 후 신청해야 함에 유의
라 . 삭제신청 교과목 성적표 반영 ( 예정 ) 시기 : 2025-1 학기 성적확정일 (2025. 7. 8.( 화 )) 이후
마 . 2025 년 8 월 졸업예정자 * 최종학기 이수 성적삭제 : ʹ25. 7. 8.( 화 ) 14:00 ~ 7. 10.( 목 )
1) 최종학기에 취득한 C+ 등급 이하의 교과목
2) 성적확정일로부터 3 일간 삭제신청 가능
* 2011 학년도 이후 신 · 편입학자는 제외
5. 수강신청 시 유의사항
가 . 기 신청한 교과목의 변경은 정규 수강신청 기간 또는 수강신청 변경 기간에만 가능
나 . 영어 및 제 2 외국어 강좌는 외국어로 강의가 진행 될 수 있으므로 , 수강신청 시 유의
다 . 주 · 야간학과 간 교차 수강은 ʹ6 학점 이내 ʹ 로 제한
※ 단 , 주 · 야간학과로 복수전공 하는 자는 주 · 야간 교차수강 학점 제한 미적용 )
마 . 원격 ( 혼합 ) 수업 형태로 운영되는 강좌는 9 학점까지 신청 가능 ( 외부 가상강좌 포함 )
※ 원격강좌 이수학점 제한 해제 (「 국립창원대학교 원격수업 운영 지침 」 개정사항 (2022.12.30.) 반영 )
바 . 수강신청 완료 자료는 반드시 출력하여 별도 보관 ( 수강신청 관련 문제 발생 시 근거자료로 활용 )
사. 수강신청 변경 기간 종료(ʹ 25.3.10.) 이후 복학하는 학생의 경우 복학 승인일로부터 ʹ3일간ʹ 수강신청 가능
※ 수강신청 변경 기간 종료 후 추가 수강신청 변경 기간이 부여되지 않으며, 수업일수 1/4(ʹ25.3.31.(월)) 이후에는 수강신청(변경)이 불가 하므로, 복학 신청 시 사전에 소속 학과(부)장의 수강지도를 받은 후 수강신청 해야함에 유의
아 . 수업연한 초과자 (9 학기 이상 이수자 ) 및 수료 유예자는 반드시 1 학점 이상 수강 신청해야 하며 , 학사학위취득 유예자는 미수강시 시설 사용료 ( 등록금액의 8%) 납부
자 . 선수과목은 수강신청 학점에 포함되지 않음
※ 외부 가상강좌(OCU, KCU, GeLC 등)는 별도의 시스템 사용료(교과목당 24,000원)가 부과되며, 수강 신청 후 이수 하지 않을경우 해당 강좌의 성적이 0 점 (F) 으로 처리될 수 있음에 유의
6. 수강신청 방법
가. 창원대학교 수강신청 시스템은 인터넷이 가능한 PC에서 이용 가능 하며, 창원대 앱으로도 이용 가능
※ 모바일을 활용한 수강신청은 「 창원대 앱 * 」 을 통해서만 수강신청 가능함에 유의
* 창원대 앱 ( 모바일 ) 수강신청 매뉴얼 : 「 붙임 2」 참조
나 . 접속방법
1) 본 안내문 하단의 ‘ 수강신청 바로가기 ’ 클릭
2) 수강신청 페이지에서 학번과 비밀번호를 입력 후 수강신청 시스템 접속
3) 수강할 강좌 선택 후 수강완료를 클릭하고 , 반드시 수강신청 결과를 확인 ( 출력 ) 한 후 종료 할 것
**7.  기타 문의**
가. 온라인신청: 와글 학사정보 > 온라인상담 > 교직원상담 > 검색(강선영) > 상담신청
나. 학과사무실 방문: 온라인 상담 신청 후 약속을 잡고 방문 바랍니다 (55호관 512호)
|  |  |
| 2025-1학기 학부 수강신청 안내전공교과목 추가 증원이 있을 경우컴퓨터공학과 홈페이지 「학부공지사항」으로 공지합니다.학생들은 반드시 수강신청 및 정정 기간에는 학부공지사항을 확인하시기 바랍니다. |
|  |  |
| 구분 | 신청기간 | 비고 |
| 예비 수강신청(수강바구니 담기) | 2025. 1. 27.(월) 10:00 ~ 1. 31.(금) 23:50 | 재학생(복학생 포함) |
| 우선 수강신청 | 2025. 2. 2.(일) 09:00 ~ 23:50 | 장애학생·학군단후보생 |
| 4학년 수강신청 | 2025. 2. 3.(월) 09:00 ~ 23:50 | 6개 학기 이상 이수자 |
| 3학년 수강신청 | 2025. 2. 4.(화) 09:00 ~ 23:50 | 4개 학기 이상 이수자 |
| 2학년 수강신청 | 2025. 2. 5.(수) 09:00 ~ 23:50 | 2개 학기 이상 이수자 |
| 1학년 수강신청 | 2025. 2. 6.(목) 09:00 ~ 23:50 | 2개 학기 미만 이수자 |
| 전체학년 및 주·야 교차 수강신청 | 2025. 2. 7.(금) 09:00 ~ 18:00 |  |
| 2025학년도 신(편)입생 수강신청 | 2025. 2. 24.(월) 09:00 ~ 2. 26.(수) 18:00 |  |
| 1차 폐강 | 2025. 2. 27.(목)예정 | ※ 1차 폐강 대상 강좌1)설강기준 미충족 강좌2)강의계획서 미작성 강좌3)담당교수*(시간표)미지정 강좌* 2025-1학기 임용(전임·강사 등)예정자 담당 강좌 제외 |
※
교양 원격강좌는 주
·
야간 교차 수강신청기간 적용을 받지 않음
(
학년별 신청기간은 적용
)
| 구분 | 신청기간 | 비고 |
| 전체학년 수강신청 변경 및주·야간 교차 수강신청 변경 | 2025. 3. 4.(화) 09:00 ~ 3. 10.(월) 18:00 | ※미래융합대학 소속 학과(문화테크노학과제외)및 야간학과: 3. 10.(월) 23:50까지수강신청 변경 가능 |
| 2차 폐강(예정) | 2025. 3. 11.(화)예정 | ※설강(분반)기준 미충족 강좌 |
| 2차 폐강강좌 수강신청자 수강신청 변경 | 2025. 3. 12.(수) 09:00 ~ 3. 14.(금) 18:00 | ※ 2차 폐강강좌 수강신청자※ ʹ25-1학기 개설강좌 확정: ʹ25.3.17.(월)예정 |
| 2025-1학기 수강신청 바로가기(PC버전) |",2025. 1. 24,1395,False
2024학년도 전기(2025.2월) 졸업대상자 졸업사정 결과 알림,"2024학년도 전기(2025.2월) 졸업대상자 졸업사정 결과입니다
# 학위수여식: 2025.2.14.(금) 10:00~ / 장소: 미정
# 학사가운 대여 및 학위증서 수령: 학과사무실
1. 졸업가능
2. 졸업불가 또는 수료의 경우: 개별 문자 발송 완료
**※ 본인의 졸업 가.부가 공지된** **내용과 상이한 학생은 반드시 학과 문의 바람**",2025. 1. 21,305,False
2025-1학기 장학사정 반영을 위한 어학성적표 제출 안내 [제출기한: 1/24(금)],"2025-1학기 장학사정 반영을 위한 어학성적표 제출바랍니다.
1. 대상: 2024-2학기 재학생 (수업연한 초과자 제외)
2. 제출기한: 2025.1.24.(금)
3. 최근 2년 이내의 성적만 인정함
단, 한 번 제출한 회차의 어학성적표는 다시 제출할 수 없음 (성적표 하나 당 1회에 한하여 인정)
4. 어학성적 인정 대상 시험: TOEIC, Opic, 토익스피킹
5. 제출방법: 메일 제출 (computer@changwon.ac.kr) 또는 직접 제출
- 제출 시 파일명: 어학성적증명서_학년_학번_이름 ☞ 학년은 2024-2학기 기준으로 작성
(예. 어학성적증명서_3학년_20221229_컴공과)",2025. 1. 7,203,False
[4학년 대상] 2024년 맞춤형 취업지원 컨설팅 4학년 취업역량 DATA 구축 협조 요청,"1. 관련 : 취업전략센터 -1008(2024.03.15.)「2024 년 국립대학육성사업 맞춤형 취업지원 컨설팅 운영계획 ( 안 )」
2. 우리 센터에서는 4 학년 대상 이력관리 및 취업지원을 위한 맞춤형 취업지원 컨설팅을 운영하고 있습니다 . 이에 4 학년 대상으로 취업역량 DATA 를 구축하고자 하오니 학생들의 참여바랍니다 .
가 . 조사대상 : 4 학년 재학생 및 2025. 2. 졸업예정자
나 . 조사기간 : 2024. 11. 29.( 금 ) 까지
다 . 조사방법 : 붙임 포스터 내 QR 코드로 입장
라 . 요청사항 : 학과사무실 게시판 부착 및 학과홈페이지 , SNS 등 온라인 홍보
마 . 문의처 : 취업전략센터 055-213-2616
**** **☞ 취업역량 DATA 구축 홍보 포스터**",2024. 9. 27,82,False
2025학년도 1학기 휴학 및 복학 안내,"1. 관련 :
가 . ｢ 국립창원대학교 학칙 ｣ 및 ｢ 학사운영규정 ｣ 제 9 조 ( 휴학 ), 제 10 조 ( 복학 )
나 . 경남지방병무청 사회복무과 -8186(2021.6.2.) 「 사회복무요원의 복학에 대한 업무 협조 」
2. 2025 년도 1 학기 휴ㆍ복학 일정 및 복학대상자 명단 확인 방법을 아래와 같이 알려드리니 휴ㆍ복학에 참고하시기 바랍니다 .
가 . 휴ㆍ복학신청 기간 : 2025.1.8.( 수 )09:00 ~ 3.31.( 월 )18:00 이전까지 *
* 2024 학년도 2 학기 성적확정 일 다음날 ~ 2025 학년도 1 학기 수업일수 1/4 선까지
나 . 학과사무실 , 단과대학에서는 학생 휴학 신청일로부터 4 일 이내 휴학 승인
다 . 2025 학년도 1 학기 복학대상자가 정당한 사유없이 복학기간 내 복학하지 않을 경우
｢ 학칙 ｣ 제 74 조 ( 제적 ) 규정에 따라 제적됨을 안내
라 . 학적변동 반영일자 : 단과대학장 승인일자
3. 안내사항
가 . 모든 휴 · 복학은 학사정보시스템 ( 원스탑 ) 으로 신청하며 , 수강신청 기간 이전에 복학 하여 수강과목을 폭넓게 선택할 수 있도록 하기 바람. 최종 복학신청 만기일 이 도래하는 시점에 복학하여 수업일수 부족으로 인한 불이익을 당하지 않도록 복학기한 확인 바람. .
나 . 경남지방병무청 「 사회복무요원의 복학에 대한 업무 협조 」 공문을 안내하오니 복학 신청 시 참고하여 주시기 바랍니다 .
붙임 1. 2025 학년도 1 학기 휴학 및 복학 안내 1 부 .
2. 「 사회복무요원의 복학에 대한 업무 협조 」 공문 사본 1 부 . 끝 .",2024. 12. 17,296,True
"☆필독☆ 2024-2학기 심층상담(04분반, 최도진교수님) 방법 공지","2024-2학기 심층상담(04분반, 최도진교수님) 방법 공지합니다.
사이트(https://calendly.com/mycdj91/dojinchoi ) **예약** 하여 개별 상담 (1인당 30분)
**※** **상담 전 준비사항: 상담 전에** **드림캐치** ( [http://career.changwon.ac.kr](http://career.changwon.ac.kr/) ) 시스템 에 상담을 받고자 하는 내용 입력
- 입력방법: 붙임의 드림캐치 온라인 상담 매뉴얼 확인",2024. 10. 21,380,False
2024학년도 전기(2025. 2월) 졸업예정자 다전공 자격원 제출 안내,"**2024학년도 전기(2025. 2월) 졸업예정자 다전공 자격원 제출 안내**
2024학년도 전기(2025. 2월) 졸업예정자 중 다전공을 이수한 학생의 「자격원」 신청 및 제출 절차를 아래와 같이 알려드리니,
**해당 학생들은다전공 자격원을 소속학과 사무실로반드시 기한 내 제출** 해주시기 바랍니다. **<추가 신청기한 없음>**
**1. 제출기간 및 방법**
★ 학생 제출서류 : 다전공별 자격원 ( 학사정보시스템 출력 ) 및 성적증명서 각 1 부
**★ USG 공유대학 융합전공 이수자는 학과 방문 전 반드시 USG 교육센터 방문하여 중복인정교과 확인 필요**
- USG 교육센터 위치: 도서관 5층 502호
- 담당자: USG 교육센터 유현지(055-213-2252)
2. 유의사항
가. 자격원 교과목명과 성적증명서 교과목명의 이수구분 및 이수학기 확인
나 . 지정 기간 내 소정의 서류를 제출하지 않을 경우 자격 취득 불가
**3. 졸업예정자 다전공 신청 관련 안내사항(필독)**
가 . 졸업예정자 중 부전공 취득 희망자[자유선택 취득학점이 부전공 취득학점(21학점) 이상인 경우]
: 다전공 ( 부전공 ) 신청 ⇨ 승인 후 다전공 자격원 제출 ⇨ 확인 ⇨ 부전공 인정 가능
※ 2025학년도 1 학기 다전공 학생 신청기간 : 2025. 1. 8.(수 ) ~ 2025. 1. 10.(금 )
나 . **복수전공자가 복수전공 포기 후 잔여 이수학점으로 부전공 취득 희망 시** : 부전공으로 변경/승인 후 **(교육학사과 요청)**
다전공 자격원 제출
다. **동기 계절수업 이수 후 취득 가능자는별도 다전공 자격원 제출 안내 예정('25.1월 중순)**
기타 문의는 학과사무실 또는 교육학사과(☎055-213-2052) 연락바랍니다.
붙임  학사정보시스템 다전공 자격원 신청화면 1부.   끝.
| 제출기간 | 신청 및 제출방법 | 제출처 |
| 2025.1.7.(화) ~2025.1.16.(목) 12시<제출기한 엄수> | ◼ ① 다전공 자격원 작성 및 출력(학사정보시스템) ⇨②다전공(제2전공) 학과(부)장다전공  이수 확인     ⇨③  다전공대학장 확인 ⇨ ④주전공(제1전공) 학과제출※ 부전공·복수전공·연계전공·공유복수전공 자격원 제출방법 모두 동일◼다전공자격원 작성:와글 ⇨ 학사정보시스템 ⇨ 다전공 ⇨다전공자격원출력클릭(수기 작성 불가)◼ 학생 제출서류(다전공별 자격원 + 성적증명서)※ 융합전공 : 학사정보시스템에서 판정(학생 제출 X / 학과 전산판정),융합전공 포기자는 학과사무실로 연락※ 부트랙 : 이수자명단 제출 (학생 제출 X / 학과에서 명단제출) | 소속학과사무실 |",2025. 1. 6,152,False
[SW중심대학사업단] 'SW Maxwell&Digital Twin 비교과 프로그램' 참여자 모집 안내,"1. SW 중심대학사업단에서는 SW 참여학과생을 대상으로 아래와 같이 「 SW Maxwell&Digital Twin 비교과 프로그램 」 을 운영 하고자 합니다 .
2. 해당 SW 비교과 교육을 통해 학생들의 역량 강화와 학과 발전에 긍정적인 영향을 기대하며 , 학생들의 적극적인 참여 바랍니다 .",2024. 12. 13,130,False
"☆학과주관☆ 2025 청출어람 전공탐색공동체 전문가(졸업생) 초청 특강 참여 안내 [5/23(금) 15시, 55516호]","1. 프로그래명: 전공탐색 **2025 전공만나Dream 「전공탐색공동체」** 프로그램
2. 운영주제: 전문가 초청 특강
3. 운영기간: 2025.5.1. ~ 12.22.
4. 운영방법: 전공분야 및 취업 특강 5회
5. 운영계획
※ 특강 종료 후 질의응답 가능
6. 전달사항: **2025.4.8~9. 수요조사에 응답한 21명의 학생은 필수 참석** 이며, 컴퓨터공학과 학부, 대학원생 누구나 참여 가능
| 회차 | 특강주제 | 강사 | 일시 | 장소 |
| 1회 | 컴퓨터공학의 현재 | (주)TIS 김준형(구.통일정보통신) | 2025.5.9.(금) 15:00~18:00 | 55516호 |
| 2회 | 인공지능이 여는 세상 | 삼성중공업 한상동 | 2025.5.23.(금) 15:00~18:00 | 55516호 |
| 3회 | 대학, 대학원 진로 | 진해고등학교 김주연 | 2025. 6.20.(금) 예정 | 55516호 |
| 4회 | 미래의 직업 | 창원시청 신희자 | 2025.10.17.(금) 예정 | 55516호 |
| 5회 | 제조업에서의 컴퓨터 사용 | 두산정보통신 천세웅 | 2025.10.31.(금) 예정 | 55516호 |
※ 강사, 학과 내부사정에 따라
특강 일시, 주제,
강사 등 세부 운영계획은 변경될 수 있음",2025. 5. 16,117,True
2025학년도 창의학습노트 공모전 안내,"자기주도학습 습관 형성 및 전공 지식 강화를 위해 2025학년도 창의학습노트 공모전 을 다음과 이 추진합니다.
관심있는 **많은 학생들의 참여** 바랍니다.
가 . 공모전명 : 창의학습노트 공모전
다 . 참여대상 : 본교 재학생 (※ 졸업예정 및 수료생 참여 불가 )
나 . 공모내용 : 2025-1학기 개설 교과(전공/교양 등) 1개 수업을 들으며 5 주 이상 코넬식 노트필기법으로 필기 한 노트 스캔 파일 또는 태블릿PC 필기 파일 제출
마 . 참여혜택 : 비교과 마일리지 ( 참여자 전원 지급 ) 및 우수작 시상금 ( 총 1,000 천원 )
라 . 추진일정
- ( 창의노트 배부 ) 5.12.~ 5.16. / 이뤄드림 선착순 신청
- ( 공모전 참여자 모집 ) 6.16.~ 6.20. / 이뤄드림 신청
- ( 필기 파일 제출 ) 6.23.~7.4. / e- 캠퍼스에 파일로 제출
- ( 결과 발표 ) 8.4.( 월 )豫
붙임 2025 학년도 창의학습노트 공모전 운영 계획 1 부 . 끝 .",2025. 5. 7,64,True
☆필독☆ 2025-1학기 심층상담 일정 공지,"2025-1학기 심층상담 일정 공지합니다.
1. 심층상담 방법: 한 학기에 한번 본인의 상담일시, 장소에서 교수님과 상담 실시
- 추가 상담을 희망하는 학생은 교수님과 개별 약속을 잡은 후 상담 실시
**※ 상담일자 : 붙임 파일 확인**
**2.상담 전 준비사항: 상담 전에** **드림캐치** ( [http://career.changwon.ac.kr](http://career.changwon.ac.kr/) ) 시스템 에 상담을 받고자 하는 내용 입력
- 입력방법: 붙임의 드림캐치 온라인 상담 매뉴얼 확인
**3. 심층상담 시간 및 장소**
※ 학년 별 담당교수님 변경 시 추가 공지합니다.
※ 상담시간이 수업시간과 중복되는 학생은 교수님께 확인 바랍니다.
| 학년 | 교수님 | 상담시간 | 상담장소 | 비고 |
| 1 | 이수현 | 2025.6.9.(월) 18시 | 55110호 | 00분반 수강생 전원 참석 |
| 김형준 | https://forms.gle/GKkvkYGA3UC5Hirf9 |  | 개별 예약, 학부공지사항 별도 공지 |
| 2 | 차정원 | https://docs.google.com/forms/d/e/1FAIpQLSdzmaVTr7dgRtgZ5eUpe-oxNSt_bxyr2mN7cQ8bkxMoJO2fvg/viewform | 55513호 | 개별 예약, 학부 공지사항 별도 공지 |
| 3 | 정성욱 | 2025.4.10.(목) ~ 5.29.(목)매주 목요일 14:00~15:00 | 55511호 | 붙임 파일 - 개별 일정 확인 |
| 이  혁 | https://forms.gle/Ww1BN16r7WK1pCdw5 | 55513호 | 개별 예약, 학부 공지사항 별도 공지 |
| 4 | 최도진 | https://docs.google.com/forms/d/e/1FAIpQLScasQXH2riBnX1NaDXCSgCh1ADKYgdNUdoXFIZgHbK49vs7IQ/viewform |  | 개별 예약, 학부 공지사항 별도 공지 |",2025. 6. 4,285,False
2024-2학기 외국어성적우수장학금 지급 안내 [신청기한 11/27(수)~12/3(화)],"1. 관련 : 국제협력실-1478(2024.10.08.)「2024-2학기 외국어성적우수장학금 지급 계획」
2. 2024학년도 2학기 외국어성적우수장학금 지급 계획을 붙임과 같이 알려드리니 내용 확인하시기 바랍니다.
가 . 시행 개요 : 영어, 중국어, 일어, 독어, 불어의 지정 공인 어학시험 성적 우수자 선발 및 등급별 장학금 지급 (A: 60만원, B: 40만원, C: 20만원) ※ 학비감면 외 장학금
나 . 신청 요건 : 1) 학부 재학생으로 1개 학기 이상 이수하고, 2) 직전학기 (정규학기 기준) 평균평점 3.0이상으로, 3) 인정 어학시험 자격 요건을 충족한 자
다 . 신청 기간 : 2024. 11. 27.( 수 ) 09:00 ~ 12. 3.( 화 ) 18:00
라 . 신청 방법 : 제출서류를 이메일 ( [clang@changwon.ac.kr](mailto:clang@changwon.ac.kr) ) 로 제출
붙임 1. 2024-2 학기 외국어성적우수장학금 지급 계획 ( 발송용 , Q&A 포함 ) 1 부 .
2. 외국어성적우수장학금 신청서 1 부 . 끝 .",2024. 10. 14,194,False
2025-1학기 <시스템프로그래밍> 추가 수강 안내,"#1. 구     분: 전공선택
#2. 학수번호: CDA0006
#3. 교과목명: 시스템프로그래밍
#4. 수강 안내
※ 수강제한인원은 추가 여석이 아닌, 당시의 수강인원을 포함한 인원으로 최종 수강 인원임.
| 분반 | 담당교수님 | 수강가능학년 | 수강제한인원 | 수강가능 일시 | 유의사항 |
| 00 | 김형준 | 3,4학년 | 35명 | 3/5(수) 11:55 | 없음 |",2025. 2. 25,345,False
"☆2025.8월 졸업예정자☆ 2024학년도 후기('25. 8월) 졸업 본사정 실시 ☆졸업가부:7/22(화)10:00~7/23(수)17:00, 학과문의☆","**2024학년도 후기('25. 8월) 졸업 본사정 일정 안내**
□ 2024 학년도 후기 ('25.8 월 ) 졸업예정자 졸업 본사정 계획을 아래와 같이 안내하오니 참고하시기 바랍니다.
**《졸업 본사정 세부업무 추진 일정표》**
※ 계절학기 이수구분 변경 기간이 짧으므로, 해당 학생은 당일 반드시 확인 및 이수구분 변경 하시기 바랍니다.
****
**□졸업사정 심사 기준**
[ 창원대학교 학사운영규정 제 14 장 제 93 조 ( 졸업요건 ), 제 94 조 ( 졸업자격 인정 )]
1. 교양 및 전공필수 ㆍ 전공선택 등의 이수과목 ㆍ 학점 충족 여부
2. 최소전공 이수학점의 충족 여부
3. 복수전공 , 부전공 , 연계전공 , 교직 및 심화전공의 이수과목 ㆍ 학점의 충족 여부
4. 수료학점 충족 여부
5. 취득학점의 평점평균 충족 여부
6. 재학연한의 초과 여부
7. 졸업논문 등의 합격 여부
8. 졸업자격인증 이수 여부.
| 구분 | 업 무 내 용 | 기간 | 비고 |
| 학생 | 이수교과목 이수구분 변경※'25-하기 계절수업  '25..7.22.(화) 14:00부터 가능(별도 공문 안내 예정) | 2025.7.9.(수) ~ 7. 14.(월) | -학사정보⇨이수구분변경 신청(학생) ⇨승인(학과)※다전공 자격원 제출:이수구분 변경사항 반영 이후자격원 제출 |
| 학과 | 학과 본사정 졸업판정 입력기간 | 2025.7.21.(월) ~ 7.24.(목) | 졸업판정관련 문의(해당 학과 사무실 또는 교육학사과213-2052) |",2025. 7. 3,20,True
☆필독☆ 2024-2학기 심층상담 일정공지 [공지사항 추가_최종],"2024-2학기 심층상담 일정 공지합니다.
1. 심층상담 방법: 한 학기에 한번 본인의 상담일시, 장소에서 교수님과 상담 실시
- 추가 상담을 희망하는 학생은 교수님과 개별 약속을 잡은 후 상담 실시
**※ 상담일자 : 붙임 파일 확인**
**2.상담 전 준비사항: 상담 전에** **드림캐치** ( [http://career.changwon.ac.kr](http://career.changwon.ac.kr/) ) 시스템 에 상담을 받고자 하는 내용 입력
- 입력방법: 붙임의 드림캐치 온라인 상담 매뉴얼 확인
**3. 심층상담 시간 및 장소**
※ 학년 별 담당교수님 변경 시 추가 공지합니다.
※ 상담시간이 수업시간과 중복되는 학생은 교수님께 확인 바랍니다.
| 학년 | 교수님 | 상담시간 | 상담장소 | 비고 |
| 1 | 차정원 | 11/4(월)~12/2(월)매주 월요일 15:30~16:30 | 55511호 | 붙임 파일 - 개별 일정 확인 |
| 2 | 정성욱 | 10/29(화)~11/26(화)매주 화요일 16:30~17:30 | 55513호 | 붙임 파일 - 개별 일정 확인 |
| 이  혁 | 11/5(화)~11/26(화)매주 화요일 14:00~15:00 | 55511호 | 붙임 파일 - 개별 일정 확인 |
| 3 | 안동혁 | 10/29(화)~11/26(화)매주 화요일 16:30~17:30 | 55511호 | 붙임 파일 - 개별 일정 확인 |
| 최도진 | https://calendly.com/mycdj91/dojinchoi | 55321호 | 개별 예약, 학부 공지사항 별도 공지 |
| 4 | 이수현 | 11/26(화) 18:00 | 55516호 |  |
| 김형준 | 11/5(화), 11/12(화) 13:00~14:00 | 55513호 | 붙임 파일 - 개별 일정 확인 |",2024. 10. 21,744,False
☆최종☆ 2025-1학기 <빅데이터> 추가 수강 안내,"#1. 구     분: 전공선택
#2. 학수번호: CDA0164
#3. 교과목명: 빅데이터
#4. 수강 안내
※ 수강제한인원은 추가 여석이 아닌, 당시의 수강인원을 포함한 인원으로 최종 수강 인원임.
#5. 공유복수전공 필수 수강 대상자는 학과사무실로 문의하여 수강신청하시기 바랍니다. (SFA3006 빅데이터 = CDA0164 빅데이터)
| 분반 | 담당교수님 | 수강가능학년 | 수강제한인원 | 수강가능 일시 | 유의사항 |
| 00 | 최도진 | 4학년 | 42명 | 3/10(월) 09:00 | 없음 |
| 44명 | 3/10(월) 09:10 | 노트북 필참 |
**#6. 이후,추가 증원 없음**",2025. 3. 7,127,False
2025학년도 학생교육서포터즈 모집 안내,공지URL: [](https://www.changwon.ac.kr/portal/na/ntt/selectNttInfo.do?mi=13605&nttSn=1370495) [https://www.changwon.ac.kr/portal/na/ntt/selectNttInfo.do?mi=13605&nttSn=1370495](https://www.changwon.ac.kr/portal/na/ntt/selectNttInfo.do?mi=13605&nttSn=1370495),2025. 5. 29,71,True
2025-1학기 비교과마일리지 확인 및 정정기간 안내 [7/5~7/8],,2025. 7. 2,33,True
"산불 피해 ""특별재난지역"" 관련 학생 현황 조사 알림 [4/28(월) 15시까지 학과사무실 확인바람]","최근 발생한 초대형 산불로 인하여 산불 피해 “ 특별재난지역 ” 으로 선포된 지역관련 피해를 입은 학생 현황을 파악하고자 하오니,
해당학생은 2025. 4. 28.(월 ) 15시 까지 학과사무실로 알려 주시기 바랍니다.
* 8 개 지역 ( 경남 산청군 , 하동군 , 울산 울주군 , 경북 안동시 , 청송군 , 영양군 , 영덕군 , 의성군 ) 산불관련 본인 혹은 부모가 피해사실확인서를 발급받은 재학생",2025. 4. 25,28,False
